0.243,0.679,0.078
0.386,0.514,0.100
0.456,0.443,0.101
0.289,0.632,0.079
0.607,0.321,0.071
0.248,0.510,0.242
0.223,0.505,0.272
0.355,0.455,0.190
0.292,0.494,0.214
0.279,0.494,0.227
0.307,0.483,0.210
0.290,0.469,0.242
0.198,0.492,0.310
0.196,0.503,0.301
0.235,0.367,0.398
0.015,0.480,0.505
