1.000000000000000000e+00,3.199999645573501916e-01,5.000000000000000000e-01
1.229999882103088416e+00,5.999999999999999778e-01,1.599999909744336035e+00
7.999999828065932350e-01,7.700000000000000178e-01,2.999999999999999889e-01
