23.7,65.7,10.6
16.7,56.0,27.3
17.1,49.3,33.6
21.8,60.9,17.3
29.0,32.3,38.7
14.2,50.8,35.0
13.0,49.8,37.3
11.8,48.6,39.6
17.1,49.3,33.6
15.7,50.2,34.1
13.7,49.4,36.9
17.1,49.3,33.6
17.1,49.3,33.6
17.1,49.3,33.6
12.8,36.9,50.2
10.0,45.0,45.0
