24.3,67.9,7.8
38.6,51.4,10
45.6,44.3,10.1
28.9,63.2,7.9
60.7,32.1,7.1
24.8,51,24.2
22.3,50.5,27.2
35.5,45.5,19
29.2,49.4,21.4
27.9,49.4,22.7
30.7,48.3,21
29,46.9,24.2
19.8,49.2,31
19.6,50.3,30.1
23.5,36.7,39.8
1.5,48.0,50.5
